Customer_ID,subscription_type,start_date,years_active,no_of_other_postpaid_accounts,frequent_availed_top_up_amount_30days,postpaid_plan_30days,monthly_revenue,no_of_top_ups_30days,last_date_top_up,days_since_last_two_top_ups,cellsite,no_of_days_subscribed_to_Call_Text_30days,no_of_days_subscribed_to_GoSurf_30days,no_of_days_subscribed_to_GoWatch_30days,no_of_days_subscribed_to_OtherApps_30days,total_hours_internet_usage_30days,total_hours_OtherApps_usage_30days,no_of_failed_Call_Text_30days,no_of_failed_Surfing_30days,no_of_failed_143hotline_30days,no_of_call_records_Complaint_30days,mins_of_call_records_Complaint_30days,no_of_logged_GlobeOne_30days,Survey_Score
0917-7317809808,prepaid,10/28/2013,5.69,0,30,0,110,2,4/22/2019,47,CN-18,1,1,1,0,185,33,1,4,5,5,19,14,0
0917-5215539648,prepaid,06/12/2017,2.02,0,30,0,118,1,4/16/2019,53,CN-15,1,0,1,0,106,251,18,28,19,9,25,20,0
0917-3408312205,postpaid,09/10/2018,0.75,0,200,599,799,1,5/20/2019,19,CN-8,30,30,3,26,41,296,7,29,22,1,2,19,0
0917-3175594327,postpaid,12/04/2009,9.65,3,254,1499,1753,1,06/04/2019,4,CN-17,30,30,1,5,193,286,30,13,14,1,11,2,0
0917-7375208913,prepaid,1/28/2013,6.45,0,300,0,300,2,4/14/2019,55,CN-2,16,10,10,10,247,6,14,21,8,10,29,19,10
0917-5189976853,prepaid,09/08/2010,8.87,0,100,0,300,3,05/09/2019,30,CN-20,29,29,14,18,23,140,5,22,10,6,7,12,9
0917-6961415231,postpaid,12/11/2011,7.6,0,101,599,700,1,5/30/2019,9,CN-18,30,30,1,6,161,70,13,19,10,1,16,6,5
0917-9852135770,postpaid,12/19/2012,6.56,0,500,999,1499,1,5/27/2019,12,CN-5,30,30,27,12,294,276,21,4,21,3,6,14,7
0917-7888894623,prepaid,12/26/2014,4.51,0,20,0,149,4,04/11/2019,58,CN-5,1,7,3,0,87,110,20,15,5,6,2,25,8
0917-4425197185,prepaid,1/21/2009,10.53,0,300,0,300,2,4/27/2019,42,CN-7,22,16,18,15,128,204,28,23,12,4,19,10,0
0917-4971434545,postpaid,10/08/2011,7.78,0,6,999,1005,1,5/18/2019,21,CN-7,30,30,2,13,96,58,16,23,18,8,25,13,9
0917-7688190263,prepaid,8/31/2012,6.87,0,50,0,126,2,5/30/2019,9,CN-20,6,4,0,0,284,85,9,21,25,5,28,15,8
0917-3253307074,postpaid,01/09/2014,5.49,0,101,999,1100,1,5/29/2019,10,CN-25,30,30,24,10,288,125,29,19,10,3,3,19,0
0917-5245374056,prepaid,08/07/2012,6.93,0,100,0,200,3,05/10/2019,29,CN-11,3,2,2,0,141,131,18,16,22,3,13,3,0
0917-4444246788,prepaid,09/01/2018,0.78,0,100,0,100,2,4/18/2019,51,CN-5,0,0,1,0,8,27,19,23,14,1,21,13,0
0917-5518140273,postpaid,01/01/2010,9.57,1,0,599,599,1,06/01/2019,7,CN-14,30,30,29,12,168,25,10,25,9,2,22,19,0
0917-2745206353,prepaid,7/31/2009,10,0,100,0,400,4,5/21/2019,18,CN-15,18,7,22,0,61,1,30,5,23,9,20,17,0
0917-2191993049,postpaid,7/31/2016,2.89,0,400,599,999,1,05/11/2019,28,CN-5,30,30,11,28,53,204,7,30,28,6,20,24,0
0917-8182333892,prepaid,7/31/2018,0.87,0,300,0,400,2,05/08/2019,31,CN-25,14,22,10,6,101,61,4,6,4,10,8,19,9
0917-9335197605,postpaid,3/15/2016,3.28,2,242,799,1041,1,06/02/2019,6,CN-5,30,30,15,24,69,287,8,2,14,8,16,27,0
0917-3911406477,prepaid,1/17/2011,8.51,0,300,0,500,2,4/25/2019,44,CN-22,26,23,23,17,170,203,28,10,20,4,15,16,0
0917-9959997800,prepaid,2/13/2019,0.32,0,100,0,500,3,05/08/2019,31,CN-15,27,9,26,16,45,81,19,27,23,9,26,13,0
0917-6822087418,prepaid,01/12/2011,8.52,0,30,0,104,2,5/29/2019,10,CN-4,6,6,6,0,180,129,6,13,18,1,25,9,7
0917-1675351155,postpaid,07/09/2014,4.99,1,700,599,1299,1,5/20/2019,19,CN-24,30,30,18,10,204,111,29,17,26,1,3,6,0
0917-4622836030,postpaid,5/24/2014,5.11,0,0,599,599,1,06/01/2019,7,CN-20,30,30,9,3,58,139,29,9,25,1,6,13,10
0917-6881048718,prepaid,1/13/2017,2.43,0,100,0,500,5,4/27/2019,42,CN-7,26,10,28,17,138,186,26,15,19,4,16,8,10
0917-1443294449,prepaid,08/01/2011,7.97,0,100,0,500,3,5/26/2019,13,CN-25,23,18,16,23,209,84,13,17,30,10,8,9,0
0917-7346437730,postpaid,12/24/2018,0.46,0,700,599,1299,1,5/15/2019,24,CN-8,30,30,16,28,299,91,20,8,29,6,10,6,0
0917-6157537365,prepaid,7/25/2011,7.99,0,100,0,300,2,05/09/2019,30,CN-20,24,15,27,30,279,173,26,19,17,1,28,28,0
0917-5449713424,postpaid,7/24/2009,10.02,0,400,599,999,1,5/30/2019,9,CN-15,30,30,24,12,62,146,11,19,29,9,14,12,0
0917-3428266912,prepaid,3/25/2015,4.27,0,100,0,400,4,5/15/2019,24,CN-5,25,9,21,3,213,62,20,22,13,10,30,11,9
0917-7494342392,postpaid,5/29/2010,9.16,4,0,799,799,1,5/19/2019,20,CN-13,30,30,26,4,250,32,13,14,24,7,3,6,0
0917-9477133843,prepaid,1/19/2017,2.42,0,20,0,126,2,05/09/2019,30,CN-2,2,4,6,0,224,63,16,12,25,4,2,13,7
0917-7518891564,postpaid,5/14/2012,7.17,1,0,999,999,1,5/28/2019,11,CN-15,30,30,22,12,129,94,9,8,25,7,18,14,9
0917-2412361296,prepaid,10/15/2011,7.76,0,500,0,785,2,5/17/2019,22,CN-5,29,8,27,19,6,177,18,17,4,1,24,30,9
0917-9115450928,postpaid,3/31/2011,8.31,0,0,599,599,1,5/23/2019,16,CN-13,30,30,27,22,185,165,9,24,25,9,6,4,0
0917-8981479695,prepaid,05/09/2011,8.2,0,100,0,500,5,05/09/2019,30,CN-23,8,12,12,10,238,20,19,16,16,9,10,17,10
0917-5172924175,postpaid,04/09/2014,5.24,0,202,999,1201,1,5/30/2019,9,CN-25,30,30,12,2,281,222,19,15,5,1,27,22,0
0917-5597116965,prepaid,5/18/2017,2.09,0,300,0,400,2,06/01/2019,7,CN-14,13,19,23,18,87,72,5,5,11,8,23,15,0
0917-2707722683,prepaid,5/18/2018,1.07,0,100,0,500,4,04/01/2019,68,CN-17,21,12,26,12,171,16,26,16,22,10,19,12,0
0917-3747676458,prepaid,12/02/2012,6.61,0,100,0,400,5,5/16/2019,23,CN-10,23,23,23,22,205,20,28,21,15,10,26,28,0
0917-6391569313,prepaid,3/19/2016,3.27,0,300,0,400,2,04/05/2019,64,CN-23,26,12,26,25,122,156,1,11,7,8,17,24,7
0917-6856720012,prepaid,6/17/2016,3.02,0,300,0,400,2,04/09/2019,60,CN-7,26,15,11,28,46,93,27,13,3,7,16,4,9
0917-3058290855,prepaid,12/16/2014,4.54,0,300,0,300,2,05/01/2019,38,CN-13,10,7,17,0,139,48,28,2,30,6,13,21,0
0917-1117483975,prepaid,04/11/2019,0.16,0,50,0,54,1,5/26/2019,13,CN-8,6,1,2,0,4,139,12,25,4,2,15,25,0
0917-9165923994,prepaid,6/21/2011,8.08,0,100,0,300,2,4/19/2019,50,CN-14,19,30,16,5,293,49,13,23,26,4,25,2,0
0917-2375203729,postpaid,9/19/2014,4.79,0,0,599,599,1,5/29/2019,10,CN-15,30,30,22,5,271,7,11,19,17,9,23,7,0
0917-6849746495,prepaid,4/24/2013,6.21,0,300,0,305,2,4/22/2019,47,CN-15,21,10,12,3,168,141,17,11,13,2,4,30,0
0917-1629973015,prepaid,3/25/2010,9.34,0,100,0,400,5,4/13/2019,56,CN-22,30,19,16,5,30,191,13,23,19,6,11,10,9
0917-6385697498,prepaid,9/30/2016,2.72,0,20,0,145,5,5/25/2019,14,CN-13,5,5,2,0,77,13,7,12,5,9,8,26,0
0917-2372619635,prepaid,5/26/2018,1.05,0,30,0,167,1,4/14/2019,55,CN-6,5,5,0,0,47,144,13,5,4,10,23,6,0
0917-1509030595,prepaid,07/07/2015,3.98,0,20,0,78,1,04/02/2019,67,CN-8,4,0,2,0,107,230,10,30,24,7,20,15,0
0917-6759499250,prepaid,2/15/2018,1.33,0,100,0,400,4,4/25/2019,44,CN-2,16,24,26,9,102,175,14,14,5,7,6,9,0
0917-9452420379,prepaid,1/24/2017,2.4,0,100,0,300,3,04/07/2019,62,CN-22,30,11,10,11,214,228,9,27,17,8,13,5,0
0917-7308792765,postpaid,5/14/2017,2.1,4,94,599,693,1,06/06/2019,2,CN-23,30,30,2,10,60,169,2,22,21,1,15,27,0
0917-7948597362,prepaid,9/16/2015,3.78,0,500,0,500,2,04/11/2019,58,CN-7,20,15,21,24,250,249,21,29,14,6,14,1,0
0917-3612256619,prepaid,5/16/2014,5.14,0,100,0,100,2,05/10/2019,29,CN-24,5,2,1,0,109,104,3,26,22,2,10,26,0
0917-6451688207,prepaid,2/27/2014,5.35,0,300,0,400,2,4/20/2019,49,CN-18,29,29,8,23,190,64,13,23,10,5,12,1,0
0917-5086861680,prepaid,2/24/2019,0.29,0,15,0,150,1,5/17/2019,22,CN-18,4,4,0,0,147,128,2,22,26,8,27,23,0
0917-5689148919,postpaid,08/05/2015,3.9,0,0,599,599,1,5/15/2019,24,CN-11,30,30,21,20,289,102,27,16,10,10,11,23,9
0917-4983696079,prepaid,05/12/2014,5.15,0,100,0,400,3,05/02/2019,37,CN-20,25,24,21,9,136,139,11,2,4,5,30,3,9
0917-6422762665,postpaid,10/02/2015,3.74,3,0,599,599,1,5/28/2019,11,CN-25,30,30,3,27,158,49,17,8,28,4,4,27,10
0917-7468579353,prepaid,9/23/2012,6.8,0,100,0,400,3,5/21/2019,18,CN-24,24,24,14,18,288,3,3,14,19,1,5,29,0
0917-6385038448,prepaid,04/12/2012,7.26,0,300,0,600,2,5/14/2019,25,CN-17,20,11,24,8,295,193,19,13,27,4,15,12,3
0917-7308566570,prepaid,04/12/2012,7.26,0,100,0,300,4,4/27/2019,42,CN-16,28,20,8,19,272,292,23,12,24,5,26,15,7
0917-8249023016,prepaid,4/25/2010,9.25,0,50,0,177,1,5/14/2019,25,CN-6,1,6,1,0,282,223,22,25,23,1,4,8,0
0917-3769897158,postpaid,8/26/2011,7.9,0,200,599,799,1,06/03/2019,5,CN-10,30,30,16,23,80,187,7,12,30,8,23,29,0
0917-6014681267,prepaid,02/11/2018,1.34,0,100,0,400,2,5/29/2019,10,CN-9,27,8,12,19,67,225,30,16,2,2,27,10,0
0917-3065098693,postpaid,10/22/2009,9.77,1,200,599,799,1,06/02/2019,6,CN-20,30,30,3,12,58,289,9,1,10,1,14,17,8
0917-7942827873,prepaid,8/14/2016,2.85,0,15,0,181,9,05/02/2019,37,CN-25,6,2,5,0,203,25,25,25,28,9,25,24,10
0917-9421838838,prepaid,05/03/2017,2.13,0,100,0,400,4,04/01/2019,68,CN-10,20,25,19,22,176,224,14,6,30,6,30,26,9
0917-8687804100,prepaid,2/20/2009,10.44,0,100,0,400,2,4/24/2019,45,CN-9,24,22,29,4,210,17,15,24,21,5,7,21,7
0917-7963074658,prepaid,5/24/2015,4.1,0,100,0,400,3,04/05/2019,64,CN-5,18,18,14,24,34,89,21,20,27,7,7,22,0
0917-5776918822,prepaid,5/31/2016,3.06,0,300,0,505,2,04/10/2019,59,CN-18,28,7,24,0,234,202,25,20,23,10,18,28,0
0917-8139509873,prepaid,9/23/2018,0.72,0,15,0,64,3,4/15/2019,54,CN-10,0,1,1,0,94,243,23,5,8,5,5,3,0
0917-5456507436,prepaid,06/09/2013,6.08,0,300,0,500,2,04/04/2019,65,CN-19,12,15,16,28,136,191,5,11,16,2,7,3,9
0917-6335688104,prepaid,06/12/2018,1,0,100,0,500,6,04/04/2019,65,CN-18,15,20,14,6,60,200,6,7,24,7,25,24,0
0917-7147929399,postpaid,06/04/2018,1.02,0,0,599,599,1,5/20/2019,19,CN-17,30,30,19,25,32,177,15,21,20,3,3,4,0
0917-7389344519,postpaid,10/23/2011,7.74,0,301,799,1100,1,06/04/2019,4,CN-18,30,30,3,18,45,197,9,10,2,5,11,9,9
0917-2337188202,postpaid,7/16/2017,1.92,0,0,599,599,1,5/28/2019,11,CN-5,30,30,9,23,89,25,3,4,29,1,10,7,9
0917-1348245288,prepaid,11/22/2011,7.65,0,100,0,500,6,5/22/2019,17,CN-6,27,30,22,4,266,122,11,16,10,2,8,8,0
0917-4449255360,prepaid,11/03/2017,1.62,0,20,0,130,6,05/05/2019,34,CN-23,6,7,0,0,18,183,18,9,4,8,20,6,0
0917-7449523709,postpaid,4/19/2011,8.25,2,0,599,599,1,06/05/2019,3,CN-7,30,30,20,21,252,36,3,4,19,2,6,22,0
0917-9474170509,prepaid,3/31/2014,5.26,0,100,0,300,2,4/26/2019,43,CN-11,29,10,13,18,157,38,13,4,3,3,25,10,0
0917-2637452159,prepaid,4/19/2018,1.15,0,100,0,500,6,06/02/2019,6,CN-4,21,28,17,28,96,120,30,15,12,9,7,5,0
0917-4047731705,prepaid,12/06/2009,9.64,0,100,0,400,5,5/19/2019,20,CN-15,12,12,19,23,124,161,18,23,16,6,29,29,5
0917-6738143974,prepaid,2/27/2016,3.32,0,50,0,66,1,05/02/2019,37,CN-6,5,0,2,0,174,8,23,15,17,4,27,24,9
0917-9099944196,postpaid,7/24/2014,4.94,0,274,999,1273,1,5/25/2019,14,CN-6,30,30,29,29,13,299,30,28,1,9,28,29,0
0917-2987166814,postpaid,6/27/2012,7.05,0,16,1499,1515,1,5/14/2019,25,CN-19,30,30,16,18,277,44,19,25,2,7,10,20,0
0917-4004966224,prepaid,02/04/2010,9.47,0,30,0,140,4,04/05/2019,64,CN-20,1,4,6,0,87,222,30,1,11,3,11,22,9
0917-6047948839,prepaid,3/16/2019,0.23,0,20,0,147,7,5/19/2019,20,CN-14,3,1,2,0,1,87,14,21,16,10,23,27,10
0917-5487041106,prepaid,3/28/2010,9.33,0,300,0,500,2,04/06/2019,63,CN-20,22,7,7,0,21,78,10,6,26,7,6,4,0
0917-5088552204,prepaid,9/21/2011,7.82,0,100,0,500,6,04/08/2019,61,CN-12,17,18,17,23,185,41,14,18,2,2,13,15,9
0917-3536161487,prepaid,7/17/2015,3.95,0,100,0,400,3,06/05/2019,3,CN-18,10,8,22,10,219,248,27,19,21,5,23,16,0
0917-8206983985,prepaid,1/30/2014,5.43,0,50,0,124,1,4/27/2019,42,CN-9,1,2,1,0,169,243,19,24,19,6,3,3,0
0917-1042620997,postpaid,07/03/2012,7.03,1,61,999,1060,1,5/15/2019,24,CN-2,30,30,16,3,124,63,15,5,18,8,22,30,0
0917-1864217958,prepaid,2/21/2015,4.35,0,500,0,677,2,04/05/2019,64,CN-12,11,26,19,4,265,178,22,25,28,5,30,6,0
0917-1893043911,prepaid,3/19/2011,8.34,0,100,0,400,3,5/14/2019,25,CN-19,26,26,12,13,288,194,27,9,1,2,30,22,8
0917-4193558750,prepaid,02/07/2013,6.42,0,100,0,400,2,5/18/2019,21,CN-1,17,25,27,17,16,110,30,19,11,2,29,24,9
0917-4039244202,prepaid,12/27/2016,2.48,0,300,0,500,2,4/21/2019,48,CN-16,22,14,29,28,291,297,13,5,19,2,16,2,0
0917-3855064516,postpaid,06/08/2016,3.04,0,200,599,799,1,5/26/2019,13,CN-17,30,30,9,7,138,89,27,28,3,1,25,26,0
0917-3449993977,postpaid,11/03/2012,6.69,0,0,999,999,1,5/26/2019,13,CN-23,30,30,10,12,51,211,17,30,4,5,14,8,3
0917-8252004977,prepaid,8/23/2018,0.8,0,100,0,300,3,05/09/2019,30,CN-21,27,9,18,18,89,283,25,5,23,8,14,20,0
0917-2699945927,postpaid,3/17/2012,7.33,1,254,999,1253,1,5/19/2019,20,CN-11,30,30,27,12,138,4,14,6,21,6,25,23,9
0917-7031198329,prepaid,3/31/2017,2.22,0,20,0,62,3,4/14/2019,55,CN-10,7,3,2,0,141,174,6,10,5,10,7,12,0
0917-6137259239,prepaid,10/08/2015,3.72,0,300,0,400,2,5/18/2019,21,CN-24,7,22,12,0,213,64,18,16,20,5,29,28,0
0917-7841008326,prepaid,08/10/2013,5.91,0,30,0,80,1,04/03/2019,66,CN-20,1,1,0,0,27,166,15,13,29,2,6,23,5
0917-7916958932,prepaid,04/05/2010,9.31,0,300,0,500,2,5/22/2019,17,CN-6,26,26,18,5,246,101,18,10,12,6,24,9,0
0917-4024576823,prepaid,01/12/2013,6.49,0,100,0,100,2,04/06/2019,63,CN-23,4,0,1,0,266,130,28,7,30,5,27,30,0
0917-6469878594,prepaid,10/20/2018,0.64,0,30,0,84,1,05/03/2019,36,CN-20,5,0,1,0,249,79,29,3,17,1,8,30,0
0917-3105346937,prepaid,10/21/2017,1.65,0,20,0,95,2,05/07/2019,32,CN-9,6,0,0,0,106,113,3,10,28,10,11,7,0
0917-9772249116,prepaid,11/09/2017,1.6,0,300,0,400,2,04/10/2019,59,CN-6,17,13,11,26,103,23,7,3,6,2,10,11,0
0917-9262011479,postpaid,07/09/2018,0.93,3,278,999,1277,1,06/01/2019,7,CN-21,30,30,19,3,262,254,26,26,29,4,30,28,8
0917-3305169065,postpaid,11/08/2012,6.67,0,81,1799,1880,1,06/03/2019,5,CN-23,30,30,27,12,56,52,15,15,3,7,28,19,0
0917-6792974930,prepaid,03/01/2014,5.35,0,100,0,400,3,04/03/2019,66,CN-12,26,24,18,26,63,115,7,4,29,5,6,12,0
0917-7895162421,postpaid,7/19/2012,6.99,1,701,999,1700,1,06/05/2019,3,CN-24,30,30,21,3,264,133,4,9,2,4,14,29,0
0917-7511428226,postpaid,1/29/2014,5.43,1,700,799,1499,1,5/13/2019,26,CN-4,30,30,21,21,190,189,20,21,13,3,25,16,10
0917-8346351906,prepaid,02/11/2016,3.37,0,100,0,500,3,05/05/2019,34,CN-15,13,11,22,4,61,87,26,27,24,9,23,20,0
0917-1853497453,prepaid,9/30/2015,3.74,0,500,0,662,2,04/09/2019,60,CN-20,18,13,16,22,68,8,14,27,20,9,20,12,10
0917-1294124201,prepaid,6/22/2015,4.02,0,300,0,333,2,4/15/2019,54,CN-16,12,20,22,16,250,230,15,26,12,5,5,10,0
0917-8571772996,postpaid,11/18/2014,4.62,0,284,1299,1583,1,5/16/2019,23,CN-8,30,30,18,26,189,24,26,13,20,9,12,15,9
0917-6279591813,prepaid,07/08/2018,0.93,0,100,0,400,3,5/20/2019,19,CN-11,10,18,19,14,109,135,28,19,9,7,23,30,0
0917-8217256657,prepaid,1/18/2015,4.45,0,100,0,500,6,06/04/2019,4,CN-24,14,10,24,29,274,177,9,15,8,7,6,11,10
0917-7191846744,prepaid,3/30/2017,2.22,0,100,0,400,4,4/14/2019,55,CN-16,8,9,26,16,290,101,15,6,23,2,18,25,0
0917-4723228700,prepaid,9/30/2014,4.75,0,30,0,63,1,04/01/2019,68,CN-6,3,1,0,0,263,39,5,13,20,4,12,23,0
0917-6236481221,postpaid,11/09/2013,5.66,0,23,599,622,1,5/23/2019,16,CN-16,30,30,11,4,226,43,14,10,17,7,15,21,9
0917-4328282218,postpaid,04/11/2012,7.26,1,257,1299,1556,1,5/28/2019,11,CN-24,30,30,11,22,147,109,25,14,16,9,15,5,0
0917-7133483501,prepaid,8/20/2009,9.94,0,50,0,84,1,4/21/2019,48,CN-7,3,0,1,0,121,277,25,25,15,3,1,6,0
0917-3036841348,prepaid,8/30/2018,0.78,0,300,0,400,2,04/08/2019,61,CN-20,7,15,16,0,147,74,1,12,9,9,15,21,0
0917-6114674967,postpaid,12/24/2011,7.56,0,300,999,1299,1,5/13/2019,26,CN-14,30,30,2,15,115,170,19,19,15,1,3,20,3
0917-4523650663,prepaid,11/24/2015,3.59,0,100,0,1000,2,5/20/2019,19,CN-25,9,15,26,15,239,295,9,16,29,6,29,27,9
0917-5324411239,postpaid,12/28/2018,0.45,3,0,599,599,1,06/05/2019,3,CN-11,30,30,16,30,13,43,8,8,26,10,15,26,7
0917-7014651871,prepaid,04/11/2009,10.3,0,100,0,400,2,04/08/2019,61,CN-17,18,11,22,29,233,152,20,4,10,7,29,6,0
0917-3641886757,prepaid,8/29/2017,1.8,0,100,0,300,3,04/04/2019,65,CN-15,22,13,28,16,203,283,23,7,4,6,20,8,0
0917-3795755029,prepaid,06/06/2015,4.06,0,300,0,400,2,06/02/2019,6,CN-4,19,22,23,17,18,84,16,6,25,2,25,7,0
0917-4632424054,postpaid,9/28/2011,7.8,3,401,999,1400,1,5/23/2019,16,CN-10,30,30,2,15,252,6,11,18,22,1,11,29,0
0917-8769424392,postpaid,2/13/2014,5.39,3,224,1499,1723,1,5/29/2019,10,CN-13,30,30,16,10,39,252,20,6,11,8,18,10,0
0917-7941702487,postpaid,10/29/2018,0.62,0,17,999,1016,1,06/04/2019,4,CN-4,30,30,18,25,8,160,21,17,24,7,5,17,0
0917-5801144780,prepaid,05/08/2015,4.14,0,15,0,121,7,05/06/2019,33,CN-11,5,2,5,0,135,153,22,6,24,3,9,7,0
0917-5011933318,postpaid,7/21/2017,1.91,0,240,1499,1739,1,5/17/2019,22,CN-6,30,30,1,26,256,139,25,16,5,7,20,14,8
0917-7395648229,prepaid,8/18/2018,0.82,0,50,0,133,2,4/17/2019,52,CN-17,4,3,4,0,62,41,23,19,5,6,4,25,0
0917-2469826546,prepaid,4/14/2014,5.22,0,100,0,400,5,05/01/2019,38,CN-17,17,8,29,27,213,95,23,2,26,3,21,12,0
0917-3172368175,prepaid,02/11/2013,6.41,0,100,0,400,5,5/24/2019,15,CN-5,19,10,18,8,8,79,21,24,2,2,11,2,9
0917-1725241077,prepaid,05/04/2015,4.15,0,100,0,500,6,4/13/2019,56,CN-23,25,18,28,16,24,169,28,11,26,8,3,15,0
0917-1974969841,postpaid,09/09/2016,2.78,1,101,799,900,1,06/05/2019,3,CN-2,30,30,26,26,121,262,5,18,26,2,20,6,0
0917-6207767712,postpaid,2/17/2017,2.34,0,301,799,1100,1,5/30/2019,9,CN-25,30,30,26,6,181,285,7,1,13,4,19,14,0
0917-8688502052,prepaid,08/09/2012,6.93,0,50,0,59,1,5/15/2019,24,CN-23,2,2,3,0,6,207,27,17,3,9,9,29,0
0917-7615636827,prepaid,02/01/2018,1.37,0,100,0,100,2,05/06/2019,33,CN-17,0,1,1,0,57,267,19,10,29,1,16,27,8
0917-8961142283,postpaid,5/21/2009,10.19,3,40,999,1039,1,5/30/2019,9,CN-1,30,30,22,18,176,99,19,22,13,9,28,11,5
0917-4777771757,prepaid,9/20/2018,0.72,0,15,0,128,3,5/15/2019,24,CN-20,6,4,5,0,81,132,29,1,14,3,15,21,9
0917-6067733554,prepaid,8/22/2009,9.94,0,100,0,400,3,5/29/2019,10,CN-18,17,28,24,24,45,54,28,9,7,2,27,22,0
0917-1033557167,prepaid,02/06/2016,3.38,0,15,0,55,3,4/20/2019,49,CN-2,0,2,3,0,143,280,28,9,8,10,17,8,0
0917-2675053657,postpaid,6/28/2013,6.03,0,0,599,599,1,5/24/2019,15,CN-8,30,30,9,28,24,232,17,25,16,5,18,8,0
0917-4664654061,prepaid,10/21/2011,7.74,0,100,0,300,3,4/26/2019,43,CN-9,22,21,19,27,249,194,5,23,26,2,19,26,9
0917-8816249991,prepaid,08/02/2012,6.95,0,100,0,400,2,5/23/2019,16,CN-5,13,23,23,6,179,264,21,8,2,7,10,9,8
0917-3591582594,prepaid,4/28/2009,10.26,0,100,0,200,3,4/18/2019,51,CN-15,3,4,3,0,65,274,28,5,27,2,7,5,0
0917-3672999435,prepaid,12/14/2013,5.56,0,100,0,500,6,04/09/2019,60,CN-13,16,21,14,11,2,139,3,8,13,10,24,14,9
0917-7264584535,postpaid,7/13/2013,5.99,2,301,599,900,1,5/27/2019,12,CN-10,30,30,21,24,241,272,18,18,7,1,14,27,0
0917-4712030072,prepaid,11/03/2011,7.7,0,100,0,400,5,05/02/2019,37,CN-14,11,28,30,20,209,257,13,4,22,1,16,5,9
0917-7609192475,prepaid,4/25/2015,4.18,0,300,0,400,2,04/11/2019,58,CN-21,21,14,22,28,91,146,7,22,4,5,27,15,9
0917-4907014327,postpaid,6/14/2015,4.04,0,400,599,999,1,5/16/2019,23,CN-6,30,30,11,16,189,1,22,27,22,7,26,15,9
0917-5801407041,prepaid,10/26/2018,0.62,0,30,0,118,2,4/14/2019,55,CN-25,6,1,0,0,96,236,9,26,3,2,11,22,0
0917-9536698073,postpaid,10/05/2011,7.79,0,0,999,999,1,5/23/2019,16,CN-19,30,30,8,25,4,158,13,21,4,3,5,11,0
0917-9946956765,postpaid,05/10/2009,10.22,0,11,999,1010,1,5/20/2019,19,CN-15,30,30,19,24,136,20,20,3,6,8,1,7,0
0917-6005494768,prepaid,10/22/2014,4.69,0,300,0,300,2,4/26/2019,43,CN-6,20,16,23,9,202,214,25,27,5,10,12,26,0
0917-5397935619,prepaid,04/05/2013,6.26,0,300,0,400,2,4/19/2019,50,CN-11,21,7,14,0,96,248,5,22,13,9,26,24,0
0917-8186305010,prepaid,10/06/2017,1.69,0,50,0,70,1,4/17/2019,52,CN-18,7,1,1,0,14,140,5,29,13,8,6,20,0
0917-4423823270,prepaid,6/24/2013,6.04,0,100,0,500,2,5/14/2019,25,CN-17,17,30,22,11,105,188,6,15,20,9,17,5,3
0917-2024058229,prepaid,02/02/2016,3.39,0,50,0,106,2,4/13/2019,56,CN-12,5,0,7,0,109,81,16,26,5,2,28,14,10
0917-9742347742,postpaid,04/03/2015,4.24,0,101,799,900,1,5/30/2019,9,CN-7,30,30,29,6,240,221,29,5,4,2,8,24,0
0917-3182950040,prepaid,3/28/2018,1.21,0,300,0,400,2,04/12/2019,57,CN-17,10,23,14,19,181,284,8,17,24,2,26,1,8
0917-7402930446,postpaid,4/29/2016,3.15,1,601,799,1400,1,5/20/2019,19,CN-19,30,30,25,27,88,203,15,20,17,5,30,6,0
0917-3881271814,prepaid,03/11/2014,5.32,0,300,0,400,2,5/21/2019,18,CN-13,13,26,27,25,211,229,4,24,17,9,3,30,8
0917-4889214707,postpaid,11/19/2011,7.66,0,0,799,799,1,06/01/2019,7,CN-21,30,30,21,8,80,69,10,12,19,4,12,23,0
0917-7432785360,prepaid,10/24/2018,0.63,0,50,0,170,1,06/05/2019,3,CN-20,1,0,2,0,217,38,13,13,15,6,23,13,0
0917-5991240588,prepaid,06/03/2014,5.09,0,100,0,300,4,5/17/2019,22,CN-21,8,26,10,25,201,126,16,14,29,2,8,21,10
0917-4117237211,prepaid,10/10/2013,5.74,0,100,0,400,2,5/21/2019,18,CN-21,28,18,17,10,241,182,3,27,26,4,24,16,0
0917-1414687094,postpaid,5/13/2017,2.1,0,299,1299,1598,1,06/03/2019,5,CN-15,30,30,3,2,242,184,18,14,22,2,16,10,10
0917-1681985402,prepaid,1/21/2010,9.51,0,300,0,300,2,04/04/2019,65,CN-14,19,20,26,6,146,110,12,26,30,9,16,21,0
0917-2084352360,prepaid,10/12/2018,0.66,0,50,0,109,1,5/13/2019,26,CN-2,2,3,5,0,208,108,7,28,2,7,1,18,8
0917-3725268818,postpaid,8/25/2009,9.93,5,52,1499,1551,1,5/15/2019,24,CN-11,30,30,9,20,128,222,23,29,8,4,8,1,0
0917-7424580435,prepaid,06/10/2017,2.02,0,100,0,400,5,04/12/2019,57,CN-15,29,27,30,28,122,197,11,30,22,3,13,11,9
0917-1274341480,prepaid,8/31/2011,7.88,0,100,0,400,5,4/21/2019,48,CN-8,22,27,22,3,165,125,24,30,7,10,19,24,0
0917-2192773318,prepaid,08/08/2017,1.86,0,100,0,400,2,5/26/2019,13,CN-1,20,7,28,0,186,252,30,22,8,10,13,18,0
